"text","text_en","cmp_code","eu_code"
"Labour will introduce regulations to designate and protect routes of critical community value, including those that serve local schools, hospitals and isolated settlements in rural areas.",NA,"301",NA
"A publicly owned railway system can be the backbone of our plans for integrated transport.",NA,"413",NA
"It will be built on the platform of Network Rail, which we will retain whole, working with the devolved administrations.",NA,"411",NA
"We will ensure new rolling stock is publicly owned",NA,"413",NA
"and will encourage expansion of public freight services in a publicly owned railway that will leave our roads freer of traffic and our air cleaner.",NA,"501",NA
"We will facilitate British procurements, including steel, whenever possible.",NA,"406",NA
"A Labour government will invest to regenerate the local and regional economies across the whole country, so that every area gets its fair share of transport investment.",NA,"411",NA
"A Labour government will complete the HS2 high-speed rail line from London through Birmingham to Leeds and Manchester and then into Scotland, consulting with communities affected about the optimal route.",NA,"411",NA
"We will link HS2 with other rail investments, such as Crossrail of the North (tying together our great Northern cities) and on to the Durham Freight Centre.",NA,"411",NA
"We will build a new Brighton Main Line for the South East.",NA,"411",NA
"In London, to ensure our capital continues to prosper, we will build Crossrail 2.",NA,"411",NA
"To harness the economic potential of new technologies and science, we will complete the Science Vale transport arc that runs from Oxford to Cambridge through Milton Keynes.",NA,"411",NA
"And we will deliver rail electrification and expansion across the whole country, including in Wales and the South West.",NA,"411",NA
"We will also consult with local communities to re-open branch lines.",NA,"411",NA
"To prepare for global new trade arrangements, we will study the feasibility of port development across the UK.",NA,"411",NA
"We will invest in Scotland, Wales and Northern Ireland too, working with devolved administrations through the UK National Infrastructure Commission and its devolved counterparts.",NA,"301",NA
"Our plans will encourage and enable people to get out of their cars, for better health and a cleaner environment.",NA,"501",NA
"Labour will position the UK at the forefront of the development, manufacture and use of ultra low emission vehicles, supporting the creation of clean modes of transport through investment in low emission vehicles.",NA,"501",NA
"We will retrofit thousands of diesel buses in areas with the most severe air quality problems to Euro 6 standards.",NA,"501",NA
"We will reform the legislation governing taxi and private hire services, introducing national standards to gua rantee safety",NA,"403",NA
"and accessibility,",NA,"503",NA
"updating regulations to keep pace with technological change",NA,"403",NA
"and ensuring a level playing field between operators.",NA,"403",NA
"We will invite the National Infrastructure Commission to recommend the next stages for developing and upgrading the National Cycle Network.",NA,"411",NA
"We reaffirm the commitments in the Cycling and Walking Investment Strategy.",NA,"411",NA
"We will continue to upgrade our highways and improve roadworks at known bottlenecks.",NA,"411",NA
"The A1 North, the Severn Bridge and the A30 provide essential connections and require our urgent consideration.",NA,"411",NA
"We will work with the Welsh Government to scrap the tolls on the Severn Bridge.",NA,"411",NA
"After seven years of stalled progress, Labour will reset the UK’s road safety vision and ambitiously strive for a transport network with zero deaths, reintroducing road-safety targets, setting out bold measures that will continuously improve safety standards.",NA,"411",NA
"We will refocus the roads building and maintenance programmes, connecting our communities,",NA,"301",NA
"feeding public transport hubs",NA,"411",NA
"and realising untapped economic potential.",NA,"410",NA
"Labour recognises the need for additional airport capacity in the South East.",NA,"411",NA
"We welcome the work done by the Airports Commission,",NA,"411",NA
"and we will guarantee that any airport expansion adheres to our tests that require noise issues to be addressed,",NA,"501",NA
"air quality to be protected,",NA,"501",NA
"the UK’s climate change obligations met",NA,"501",NA
"and growth across the country supported.",NA,"410",NA
"We will continue working with our neighbours through the European Union’s Highways of the Sea programme and by negotiating to retain membership of the Common Aviation Area and Open Skies arrangem ents.",NA,"108",NA
"ENVIRONMENT",NA,"H",NA
"Investing in our environment is investing in our future.",NA,"501",NA
"We will defend and extend existing environmental protections.",NA,"501",NA
"We will champion sustainable farming, food and fishing by investing in and promoting skills, technology, market access and innovation.",NA,"416.2",NA
"The Conservatives broke their promise to be the greenest government ever.",NA,"305.1",NA
"They have allowed fracking in national parks,",NA,"501",NA
"evaded their responsibilities on air quality",NA,"501",NA
"and cut the funding for flood defences.",NA,"501",NA
"The future of our farming, food and fishing industries hangs in the balance, to be used as leverage in Brexit negotiations.",NA,"703.1",NA
"Only a Labour government will prioritise a sustainable, long-term future for our farming, fishing and food industries,",NA,"416.2",NA
"fund robust flood resilience,",NA,"411",NA
"invest in rural and coastal communities,",NA,"703.1",NA
"and guarantee the protection and advancement of environmental quality standards.",NA,"501",NA
"The Conservatives’ threatened 'bonfire of red tape’ is a threat to our environmental protections and to the quality of our lives.",NA,"501",NA
"Their record on combating climate change and environmental damage has been one of inaction and broken promises.",NA,"501",NA
"The balance needs resetting: our air is killing us,",NA,"501",NA
"our farms face an uncertain future,",NA,"703.1",NA
"our fish stocks are collapsing,",NA,"416.2",NA
"our oceans are used as dumping grounds,",NA,"501",NA
"and our forests, green belt, national parks, Areas of Outstanding Natural Beauty and Sites of Special Scientific Interest are all under threat.",NA,"501",NA
"Labour will introduce a new Clean Air Act to deal with the Conservative legacy of illegal air quality.",NA,"501",NA
"We will safeguard habitats and species in the ‘blue belts’ of the seas and oceans surrounding our island.",NA,"501",NA
"We will set guiding targets for plastic bottle deposit schemes, working with food manufacturers and retailers to reduce waste.",NA,"501",NA
"We will protect our bees by prohibiting neonicotinoids as soon as our EU relationship allows us to do so.",NA,"501",NA
"We will work with farmers and foresters to plant a million trees of native species to promote biodiversity and better flood management.",NA,"501",NA
"Unlike the Conservatives who attempted to privatise our forests, Labour will keep them in public hands.",NA,"413",NA
"Our stewardship of the environment needs to be founded on sound principles and based on scientific assessments.",NA,"501",NA
"We will establish a science innovation fund, working with farmers and fisheries, that will include support for our small scale fishing fleet.",NA,"411",NA
"ANIMAL WELFARE",NA,"H",NA
"Animals in our food chain need welfare standards.",NA,"501",NA
"Domestic animals require stronger protection from cruelty.",NA,"501",NA
"Wild animals need a sustainable ecosystem.",NA,"501",NA
"Labour’s vision is for the UK to lead the world with high animal welfare standards in the wild, in farming and for domestic animals.",NA,"501",NA
"Labour will increase the maximum sentence for those convicted of committing animal cruelty.",NA,"605.1",NA
"We will promote cruelty-free animal husbandry",NA,"501",NA
"and consult on ways to ensure better enforcement of agreed standards.",NA,"501",NA
"We will prohibit the third-party sale of puppies,",NA,"501",NA
"introduce and enforce a total ban on ivory trading,",NA,"501",NA
"and support the ban on wild animals in circuses.",NA,"501",NA
"We will cease the badger cull, which spreads bovine TB.",NA,"501",NA
"Labour ended fox hunting, deer hunting and hare coursing.",NA,"501",NA
"Only a Labour government will maintain the bans.",NA,"501",NA
"CULTURE FOR ALL",NA,"H",NA
"Britain’s creative industries are the envy of the world,",NA,"601.1",NA
"a source of national pride,",NA,"601.1",NA
"a driver of inward investment and tourism,",NA,"408",NA
"and a symbol of the kind of country we are now and aspire to be in the future.",NA,"601.1",NA
"As Britain leaves the EU, we will put our world-class creative sector at the heart of our negotiations and future industrial strategy.",NA,"502",NA
"We need to do more to open up the arts and creative industries to everyone.",NA,"503",NA
"We will introduce a £1 billion Cultural Capital Fund to upgrade our existing cultural and creative infrastructure to be ready for the digital age",NA,"502",NA
"and invest in creative clusters across the country, based on a similar model to enterprise zones.",NA,"502",NA
"Administered by the Arts Council, the fund will be available over a five-year period.",NA,"502",NA
"It will be among the biggest arts infrastructure funds ever, transforming the country’s cultural landscape.",NA,"502",NA
"Labour will maintain free entry to museums and invest in our museums and heritage sector.",NA,"502",NA
"Conservative cuts to the Arts Council and local authorities have created a very tough financial climate for museums, with some closing or reducing their services, and others starting to charge entry fees.",NA,"502",NA
"The Cultural Capital Fund will have a particular focus on projects that could increase museums’ and galleries’ income and viability.",NA,"502",NA
"Labour will end cuts to local authority budgets to support the provision of libraries, museums and galleries.",NA,"502",NA
"We will take steps to widen the reach of the Government Art Collection so that more people can enjoy it.",NA,"502",NA
"We will continue to mark the ongoing centenary of the First World War, and the sacrifice of all those who died during it.",NA,"601.1",NA
"Labour remains committed to honouring the role of all who have served our country,",NA,"104",NA
"including the Sikh, Hindu, Muslim and Jewish soldiers who fought for Britain.",NA,"607.2",NA
"Our thriving creative sector, from the games industry to fashion, needs a strong pipeline of skilled talent to sustain its growth.",NA,"411",NA
"Labour will introduce an arts pupil premium to every primary school in England – a £160 million annual per year boost for schools to invest in projects that will support cultural activities for schools over the longer term.",NA,"506",NA
"We will put creativity back at the heart of the curriculum, reviewing the EBacc performance measure to make sure arts are not sidelined from secondary education.",NA,"506",NA
"Labour will launch a creative careers advice campaign in schools to demonstrate the range of careers and opportunities available, and the skills required in the creative industries, from the tech sector to theatre production.",NA,"506",NA
"Being a performer is a great career.",NA,"502",NA
"But too often the cu ltu re of low or no pay means it isn’t an option for those without well-off families to support them.",NA,"503",NA
"We will work with trade unions and employers to agree sector-specific advice and guidelines on pay and employment standards that will make the sector more accessible to all.",NA,"503",NA
"We will improve diversity on and offscreen, working with the film industry and public service and commercial broadcasters to find rapid solutions to improve diversity.",NA,"503",NA
"We recognise the serious concern about the ‘value gap’ between producers of creative content and the digital services that profit from its use, and we will work with all sides to review the way that innovators and artists are rewarded for their work in the digital age.",NA,"503",NA
"Music venues play a vital role in supporting the music industry’s infrastructure and ensuring a healthy music industry continues in Britain.",NA,"502",NA
"Labour will review extending the £1,000 pub relief business rates scheme to small music venues.",NA,"502",NA
"And we will introduce an ‘agent of change’ principle in planning law, to ensure that new housing developments can coexist with existing music venues.",NA,"502",NA
"We all need to work harder to keep children safe online.",NA,"605.1",NA
"Labour will ensure that tech companies are obliged to take measures that further protect children and tackle online abuse.",NA,"403",NA
"We will ensure that young people understand and are able to easily remove any content they shared on the internet before they turned 18.",NA,"201.1",NA
"MEDIA",NA,"H",NA
"The BBC is a national asset which we should all be proud of.",NA,"502",NA
"Unlike the Conservatives, Labour will always support it and uphold its independence.",NA,"502",NA
"We will ensure the BBC and public service broadcasting has a healthy future.",NA,"502",NA
"Labour is committed to keeping Channel 4 in public ownership",NA,"502",NA
"and will guarantee the future of Welsh-language broadcaster S4C.",NA,"502",NA
"Victims of phone hacking have been let down by a Conservative government that promised them justice, but failed to follow through.",NA,"605.1",NA
"We will implement the recommendations of part one of the Leveson Inquiry and commence part two which will look into the corporate governance failures that allowed the hacking scandal to occur.",NA,"202.1",NA
"Local newspapers and broadcasting in Britain are an important part of our democracy and culture.",NA,"202.1",NA
"We are concerned about closures of local media outlets and the reductions in number of local journalists.",NA,"202.1",NA
"Labour will hold a national review local media and into the ownership of national media to ensure plurality.",NA,"202.1",NA
"To protect democracy and media freedom, we will take steps to ensure that Ofcom is better able to safeguard a healthy plurality of media ownership",NA,"202.1",NA
"and to put in place clearer rules on who is fit and proper to own or run TV and radio stations.",NA,"202.1",NA
"SPORT",NA,"H",NA
"Sport must be run in the interests of those who participate in it and love it, not just for a privileged few.",NA,"503",NA
"We will give football supporters the opportunity to have a greater say in how their clubs are run.",NA,"202.1",NA
"We will legislate for accredited supporters trusts to be able to appoint and remove at least two club directors and to purchase shares when clubs change hands.",NA,"202.1",NA
"We will review fan participation in sports governance more widely.",NA,"202.1",NA
"Sporting events must be open and accessible to all.",NA,"503",NA
"We will push sports authorities to make rapid improvements on access provision for fans with disabilities.",NA,"503",NA
"Labour will ensure the Premier League delivers on its promise to invest 5 per cent of its television rights income into the grassroots game to help the next generation of players and coaches,",NA,"606.1",NA
"and to improve facilities and pitches.",NA,"502",NA
"The Premier League has so far failed to do so, despite lucrative new domestic and international TV deals.",NA,"606.1",NA
"The broken ticketing market in the UK means tickets sell out instantly and are put up at vastly inflated prices on ticket-tout websites.",NA,"403",NA
"Labour will enforce anti-bot legislation and implement the recommendations of the Waterson Review to ensure fair opportunities for fans to buy tickets.",NA,"403",NA
"CHAPTER 10  EXTENDING DEMOCRACY",NA,"H",NA
"EXTENDING DEMOCRACY",NA,"H",NA
"As we change our constitutional relationship with Europe, we must also adjust our own arrangements.",NA,"202.1",NA
"Just as many felt that power was too centralised and unaccountable in Brussels, so many feel that about Westminster.",NA,"202.1",NA
"A Labour government will establish a Constitutional Convention to examine and advise on reforming of the way Britain works at a fundamental level.",NA,"202.1",NA
"We will consult on its form and terms of reference and invite recommendations on extending democracy.",NA,"202.1",NA
"This is about where power and sovereignty lies – in politics, the economy, the justice system, and in our communities.",NA,"202.1",NA
"The Convention will look at extending democracy locally, regionally and nationally, considering the option of a more federalised country.",NA,"301",NA
"Our fundamental belief is that the Second Chamber should be democratically elected.",NA,"202.1",NA
"In the interim period, we will seek to end the hereditary principle and reduce the size of the current House of Lords as part of a wider package of constitutional reform to address the growing democratic deficit across Britain.",NA,"202.1",NA
"We will extend the Freedom of Information Act to private companies that run public services.",NA,"202.1",NA
"We will reduce the voting age to 16.",NA,"202.1",NA
"At 16, you are eligible to pay tax, get married or even join the army.",NA,"202.1",NA
"You deserve a vote.",NA,"202.1",NA
"We will safeguard our democracy by repealing the Lobbying Act, which has gagged charities,",NA,"202.1",NA
"and introduce a tougher statutory register of lobbyists.",NA,"202.1",NA
"ENGLAND",NA,"H",NA
"We need a relationship of equals with devolved administrations.",NA,"301",NA
"Labour will create a role for a Minister for England, who will sit under the Secretary of State for Communities and Local Government, and will work with the Secretaries of State for Scotland, Wales and Northern Ireland.",NA,"301",NA
"We will restore regional offices to increase contact between central and local government on the ground.",NA,"302",NA
"Labour will be guided by public opinion when determining whether to include directly elected mayors in future devolution deals.",NA,"202.1",NA
"SCOTLAND",NA,"H",NA
"Labour opposes a second Scottish independence referendum.",NA,"301",NA
"It is unwanted and unnecessary, and we will campaign tirelessly to ensure Scotland remains part of the UK.",NA,"601.1",NA
"Independence would lead to turbo-charged austerity for Scottish families.",NA,"504",NA
"The Scottish Parliament will receive a huge funding increase from our policies,",NA,"301",NA
"and massive numbers of Scots will benefit from our plans in areas reserved to Westminster.",NA,"302",NA
"We will establish a Scottish Investment Bank, with £20 billion of funds available to local projects and Scotland’s small businesses, creating work and stimulating the economy.",NA,"402",NA
"We will set up an inquiry into blacklisting",NA,"202.1",NA
"and will urge the Scottish Government to hold an inquiry into the actions of Scottish police during the miners’ strike.",NA,"202.1",NA
"WALES",NA,"H",NA
"We are proud of the achievements of the Welsh Labour government and its record of delivery.",NA,"301",NA
"In government, we will work in partnership to stand up for the people of Wales",NA,"301",NA
"and protect public services.",NA,"504",NA
"We need long-term reform of how the UK allocates public expenditure to ensure that it reflects the needs of different parts of our country and that no nation or region of the UK is unfairly disadvantaged.",NA,"503",NA
"We will build on the Development Bank of Wales using more than £10 billion from Labour’s new National Investment Bank.",NA,"411",NA
"We will bring forward legislation to make the devolution settlement more sustainable as set out by the Welsh Labour government in its Alternative Wales Bill, including the devolution of policing.",NA,"301",NA
"NORTHERN IRELAND",NA,"H",NA
"The peace we have today in Northern Ireland is due to the courageous endeavours of those on all sides who have been brave enough to build it.",NA,"606.1",NA
"The Good Friday Agreement, which Labour helped to negotiate, is one of the greatest achievements of Labour in office.",NA,"202.1",NA
"We will continue to fully support the principles and structures inherent within the Good Friday Agreement",NA,"202.1",NA
"and we remain committed to working with all sides to deliver real peace and greater prosperity to Northern Ireland.",NA,"202.1",NA
"CHAPTER 11   A MORE EQUAL SOCIETY",NA,"H",NA
"The Labour Party is the party of equality and seeks to build a society and world free from all forms of racism, anti-Semitism and Islamophobia.",NA,"503",NA
"Labour has a strong record on progressing women’s rights and freedoms that we can be proud of.",NA,"503",NA
"Labour brought in the Equal Pay Act, the Sex Discrimination Act, the Equality Act, the Minimum Wage and introduced Sure Start.",NA,"503",NA
"Every progressive piece of equality legislation has been delivered by Labour.",NA,"503",NA
"Under the Conservatives, progress is being rolled back for women, people with disabilities, LGBT people and BAME communities.",NA,"503",NA
"Cuts to public services and social security are landing disproportionately on women and ethnic minorities, with 86 per cent of the money raised from the Tories’ tax and social security changes coming from women’s pockets.",NA,"503",NA
"It was a Labour government that enshrined the rights and freedoms contained in the European Convention on Human Rights into UK law, marking the birth of the Human Rights Act.",NA,"201.2",NA
"Devastating cuts to the Equality and Human Rights Commission by the Conservatives reveal their real attitude, beyond the rhetoric, to issues of equality and discrimination.",NA,"503",NA
"These cuts have been made amid the rise in hate crime recorded by the police in the last year.",NA,"605.1",NA
"A Labour government will enhance the powers and functions of this commission, making it truly independent, to ensure it can support ordinary working people to effectively challenge any discrimination they may face.",NA,"503",NA
"A Labour government will reinstate the public sector equality duties and seek to extend them to the private sector, ensuring all citizens benefit from this Labour legislation.",NA,"503",NA
"WOMEN",NA,"H",NA
"The advances for women in Britain and around the world have been fought and won by determined women working together for real change, often in the face of resistance and even abuse.",NA,"706",NA
"Labour has a proud record on progressing women’s rights and freedoms.",NA,"503",NA
"We brought in the Equal Pay Act,",NA,"503",NA
"the Sex Discrimination Act,",NA,"503",NA
"the Equality Act,",NA,"503",NA
"the Minimum Wage",NA,"412",NA
"and introduced Sure Start.",NA,"504",NA
"Ours will be a government for women, with a cabinet of at least 50 per cent women, which fights inequality and misogyny in every part of society.",NA,"503",NA
"A Labour government will gender audit all policy and legislation for its impact on women before impl mentation.",NA,"706",NA
"Labour will continue to ensure a woman’s right to choose a safe, legal abortion – and we will work with the Assembly to extend that right to women in Northern Ireland.",NA,"706",NA
"Violence against women and girls continues to be a global epidemic, affecting an estimated one in three women worldwide.",NA,"605.1",NA
"In the UK, on average two women are killed by their current or a former partner every week.",NA,"605.1",NA
"Under the Conservatives, over a third of all local authority funding to domestic and sexual violence services was already cut by 2012.",NA,"605.1",NA
"Labour will appoint a new commissioner to enforce minimum standards in tackling domestic and sexual violence.",NA,"605.1",NA
"A Violence Against Women Commissioner would also provide stable central funding for women’s refuges and rape crisis centres and encourage sharing of best practice between local authorities.",NA,"706",NA
"Maternity discrimination under the Conservatives is out of control, almost doubling in the past ten years.",NA,"503",NA
"Many mothers are reluctant to raise complaints about discrimination and unfair treatment.",NA,"503",NA
"Unlawful maternity and pregnancy discrimination is now more common in Britain’s workplaces than ever before, with 54,000 pregnant women and new mothers forced out of their jobs in 2015.",NA,"503",NA
"Labour will reverse the unfair employment tribunal fees which literally price people out of justice.",NA,"503",NA
"Labour will also extend the time period for applying for maternity discrimination to the employment tribunal from three to six months.",NA,"503",NA
"Labour will work with the Health and Safety Executive to make mandatory a workplace risk assessment for pregnant women so necessary adaptions can be made,",NA,"706",NA
"and review support for women who have miscarriages.",NA,"706",NA
"LGBT EQUALITY",NA,"H",NA
"Labour has a proud record of championing the fight for LGBT equality.",NA,"503",NA
"We abolished Section 28,",NA,"503",NA
"equalised the age of consent,",NA,"503",NA
"created civil partnerships,",NA,"503",NA
"and it was only through Labour votes that equal marriage became law.",NA,"503",NA
"However, there is still a long way to go on issues such as education,",NA,"503",NA
"equal access to public services,",NA,"503",NA
"levels of LGBT hate crime,",NA,"605.1",NA
"and mental and physical wellbeing.",NA,"504",NA
"A Labour government will reform the Gender Recognition Act and the Equality Act 2010 to ensure they protect Trans people by changing the protected characteristic of ‘gender assignment’ to ‘gender identity’",NA,"503",NA
"and remove other outdated language such as ‘transsexual’.",NA,"705",NA
"Labour will bring the law on LGBT hate crimes into line with hate crimes based on race and faith, by making them aggravated offences.",NA,"605.1",NA
"To tackle bullying of LGBT young people, Labour will ensure that all teachers receive initial and ongoing training on the issues students face and how to address them.",NA,"503",NA
"And we will ensure that the new guidance for relationships and sex education is LGBT inclusive.",NA,"503",NA
"Likewise, we will ensure all frontline health and social care professionals receive ongoing training to understand and meet the needs of LGBT patients and service users.",NA,"504",NA
"Labour will ensure that NHS England completes the trial programme to provide PrEP as quickly as possible, and fully roll out the treatment to high-risk groups to help reduce HIV infection.",NA,"504",NA
"DIVERSE COMMUNITIES",NA,"H",NA
"Now more than ever, we need to celebrate the profound and enriching transformation brought by the diversity of people in this country, with all their different experiences, ta ents and contributions.",NA,"607.1",NA
"Today Black and Asian-owned businesses are an important and growing feature of our economy and society.",NA,"607.1",NA
"These businesses are important not just because of their financial contribution; they have also helped transform particular sectors of the economy.",NA,"408",NA
"The Labour Party is the party of equality.",NA,"503",NA
"We seek to build a society free from all forms of racism, antiSemitism and Islamophobia.",NA,"503",NA
"We should all be deeply troubled by the rise in racially aggravated attacks and race hate crime in the past year.",NA,"605.1",NA
"Anti-Semitic incidents are also on the rise once more and we are committed to combatting this trend with adequate resources and firm political will.",NA,"605.1",NA
"Commissioning a report on our own party was an unprecedented step in British politics, demonstrating a commitment to tackling prejudice wherever it is found.",NA,"503",NA
"Labour is already acting on recommendations, including reform of internal disciplinary procedures to make them firmer and fairer,",NA,"503",NA
"and expansion of training to tackle anti-Semitism.",NA,"503",NA
"On a matter of such importance, Labour urges all democratic political parties to do the same.",NA,"202.1",NA
"We will end racism and discrimination against Gypsy, Roma and Traveller communities,",NA,"503",NA
"and protect the right to lead a nomadic way of life.",NA,"607.1",NA
"Black and Asian workers still suffer a massive pay gap.",NA,"503",NA
"By introducing equal pay audit requirements on large employers, Labour will close this pay gap.",NA,"503",NA
"By making the Minimum Wage a real Living Wage, we will benefit ethnic minority workers who are more likely to be on low pay.",NA,"412",NA
"We will implement the Parker Review recommendations to increase ethnic diversity on the boards of Britain’s largest companies.",NA,"503",NA
"PEOPLE WITH DISABILITIES",NA,"H",NA
"Over the last seven years people with disabilities have been failed by the Conservative government.",NA,"705",NA
"People with disabilities have been vilified with divisive rhetoric like ‘scroungers’ and ‘shirkers’.",NA,"705",NA
"In this climate, recorded disability hate crime has increased.",NA,"605.1",NA
"Last year the UN published a report concluding that the Conservative government had committed “grave, systematic violations of the rights of persons with disabilities”.",NA,"201.2",NA
"Currently 4.2 million People with disabilities live in poverty in Britain,",NA,"504",NA
"and the disability employment gap remains stubbornly high.",NA,"503",NA
"Labour believes in the social model of disability – that it is society which disables people, and it is our job to remove those barriers.",NA,"503",NA
"The previous Labour government signed the UN Convention on the Rights of Persons with Disabilities (UNCRPD).",NA,"201.2",NA
"The next Labour government will sign the UNCRPD into UK law.",NA,"201.2",NA
"Labour will act to tackle discrimination,",NA,"503",NA
"remove barriers",NA,"503",NA
"and ensure social security delivers dignity and empowerment, not isolation and stigma.",NA,"504",NA
"Labour will legislate to make terminal illness a protected characteristic under the Equality Act.",NA,"503",NA
"Autism covers a wide range of conditions that reflect neurological differences among people.",NA,"705",NA
"We will work with employers, trade unions and public services to improve awareness of neurodiversity in the workplace and in society.",NA,"705",NA
"Labour will give British Sign Language full recognition as a recognised language.",NA,"705",NA
"CHAPTER 12 A GLOBAL BRITAIN",NA,"H",NA
"Labour will take all necessary measures to protect the security of our citizens and country.",NA,"104",NA
"We will put conflict resolution",NA,"106",NA
"and human rights at the heart of foreign policy,",NA,"201.2",NA
"commit to working through the UN,",NA,"107",NA
"end support for unilateral aggressive wars of intervention",NA,"105",NA
"and back effective action to alleviate the refugee crisis.",NA,"201.2",NA
"Unlike the Conservatives, Labour believes Britain’s foreign policy should be guided by the values of peace,",NA,"106",NA
"universal rights",NA,"201.2",NA
"and international law.",NA,"107",NA
"Today, these values are being tested.",NA,"107",NA
"As we leave the European Union, keeping Britain global is one of our country’s most urgent tasks.",NA,"107",NA
"We face the most complex, interwoven security and development challenges of our time;",NA,"104",NA
"ongoing wars across the Middle East,",NA,"104",NA
"unprecedented numbers of refugees,",NA,"201.2",NA
"global terrorism,",NA,"104",NA
"climate change,",NA,"501",NA
"the threat of nuclear conflict,",NA,"104",NA
"a devastating food crisis across East Africa and beyond,",NA,"107",NA
"an erratic US administration",NA,"102",NA
"and a more combative government in Russia.",NA,"104",NA
"The lessons of the past, including those from the Chilcot Inquiry, show why our response to these challenges must be different.",NA,"105",NA
"We cannot seek to solve the world’s problems on our own, but instead must exhaust diplomatic solutions alongside international, regional and local partners within the framework of international law.",NA,"107",NA
"This will require a modern and inclusive strategy, uniting the interwoven foreign policy instruments of diplomacy, defence and development.",NA,"107",NA
"DIPLOMACY",NA,"H",NA
"Labour recognises that, in leaving the EU, Britain will face both challenges and opportunities.",NA,"110",NA
"We are deeply ambitious for our country’s future and will draw on our international networks to make Britain a champion of multilateral engagement.",NA,"107",NA
"We will invest in the UK’s diplomatic services, rebuilding some of the key capabilities lost as a result of Tory cuts.",NA,"107",NA
"Since the Second World War, Britain’s most important diplomatic relationship has been with the US.",NA,"101",NA
"But that special relationship is based on shared values.",NA,"102",NA
"When the current Trump administration chooses to ignore them, whether by discriminating on the basis of religion or breaking its climate change commitments, we will not be afraid to disagree.",NA,"102",NA
"From the Middle East to Africa, in recent years millions of people have been killed, injured or displaced through wars, terrorism and military intervention.",NA,"106",NA
"In Syria alone, more than 400,000 people have been killed.",NA,"106",NA
"Labour will work tirelessly to end the conflict and get the diplomatic process back on track,",NA,"106",NA
"while fully supporting international efforts to investigate, prosecute and convict the perpetrators of war crimes.",NA,"107",NA
"Labour is strongly committed to reducing human suffering caused by war.",NA,"106",NA
"We will publish a strategy for protecting civilians in conflict, setting out detailed plans for work on conflict prevention and resolution,",NA,"106",NA
"postconflict peacebuilding,",NA,"106",NA
"And justice for the victims of war crimes.",NA,"201.2",NA
"Labour has created a Minister for Peace and Disarmament to lead this work.",NA,"106",NA
"Labour is committed to a comprehensive peace in the Middle East based on a two-state solution – a secure Israel alongside a secure and viable state of Palestine.",NA,"106",NA
"There can be no military solution to this conflict and all sides must avoid taking action that would make peace harder to achieve.",NA,"106",NA
"That means both an end to the blockade, occupation and settlements, and an end to rocket and terror attacks.",NA,"106",NA
"Labour will continue to press for an immediate return to meaningful negotiations leading to a diplomatic resolution.",NA,"106",NA
"A Labour government will immediately recognise the state of Palestine.",NA,"103.1",NA
"We will also urge negotiations towards a political resolution in all other regions currently experiencing conflict, including Kashmir, Libya, Nigeria, Sudan, South Sudan, Somalia and Yemen,",NA,"106",NA
"and give our strong support to those countries already working to end decades of division, including Colombia, Cyprus and the Democratic Republic of Congo.",NA,"106",NA
"In other regions, including the Korean Peninsula and the South China Sea, rising tensions threaten global peace.",NA,"106",NA
"Under a Labour government, Britain will work to reduce those tensions through an insistence on multilateral political dialogue.",NA,"106",NA
"From Afghanistan and Iraq to the streets of European cities, Daesh continues to commit acts of indiscriminate barbarism.",NA,"104",NA
"We will take all lawful action necessary to counter and confront this evil,",NA,"104",NA
"and we will advocate a long-term multinational political strategy, led by regional actors, to tackle the spread of extremism.",NA,"104",NA
"In our discussions with different governments, including China, Egypt, the Gulf States, Myanmar, the Philippines, Russia and Turkey, we will urge respect for human rights",NA,"201.2",NA
"and the rule of law.",NA,"202.1",NA
"We will review all training and equipment contracts with repressive regimes, to ensure that Britain never colludes in the mistreatment of civilians.",NA,"201.2",NA
"We will always stand up for the rights, interests and self-determination of Britain’s overseas territories and their citizens, whether protecting the sovereignty of the Falkland Islands against anyone who would seek to challenge it, or supporting the right of the Chagos isla nders to return to their homelands.",NA,"101",NA
"We will reclaim Britain’s leading role in tackling climate change, working hard to preserve the Paris Agreement and deliver on international commitments to reduce emissions while mitigating the impacts of climate change on developing countries.",NA,"501",NA
"While strengthening our commitment to the UN, we also acknowledge its shortcomings, particularly in light of repeated abuses of the veto power by some permanent members of the UN Security Council.",NA,"107",NA
"We will work with our international partners to build support for UN reform and make its institutions more effective and responsive.",NA,"107",NA
"We will appoint dedicated global ambassadors for women’s rights, LGBT rights and religious freedom to fight discrimination and promote equality globally.",NA,"503",NA
"Exports, trade and investment play a vital role in creating jobs and growth in Britain,",NA,"410",NA
"and Labour supports the considerable contribution that a responsible, world-leading defence and security industry makes to the UK economy.",NA,"410",NA
"However, we also believe that strong export controls have a vital role to play in sustaining a legitimate trade in arms, while protecting UKjobs and R&D.",NA,"201.2",NA
"Labour will therefore implement the Arms Trade Treaty to a consistently high standard, including ceasing arms exports to countries where there is concern that they will be used to violate international humanitarian law (IHL).",NA,"201.2",NA
"In particular, Labour will demand a comprehensive, independent, UN-led investigation into alleged violations of IHL in Yemen, including air strikes on civilians by the Saudi-led coalition.",NA,"201.2",NA
"We will immediately suspend any further arms sales for use in the conflict until that investigation is concluded.",NA,"201.2",NA
"Labour remains committed to an independent inquiry into Britain’s military role in the 1984 raid on the Golden Temple in Amritsar.",NA,"202.1",NA
"DEFENCE",NA,"H",NA
"The primary duty of any government is to protect and defend its citizens.",NA,"104",NA
